bookTitle,bookRating,ISBN,bookAuthor,yearOfPublication,Publisher,url,bookImage,bookDesc,ratingCount,bookPages,bookGenres
The Bell Jar,4.02,553278355,Sylvia Plath,1983,Bantam,https://www.goodreads.com/book/show/6514.The_Bell_Jar,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554582218l/6514._SY475_.jpg,"The Bell Jar chronicles the crack-up of Esther Greenwood: brilliant, beautiful, enormously talented, and successful, but slowly going under—maybe for the last time. Sylvia Plath masterfully draws the reader into Esther's breakdown with such intensity that Esther's insanity becomes completely real and even rational, as probable and accessible an experience as going to the movies. Such deep penetration into the dark and harrowing corners of the psyche is an extraordinary accomplishment and has made The Bell Jar a haunting American classic.",629332,294 pages,"['Classics', 'Fiction', 'Feminism', 'Health-MentalHealth', 'Psychology', 'Literature', 'MentalHealth-MentalIllness', 'Novels', 'Poetry', 'Adult']"
The Color Purple,4.23,671617028,Alice Walker,1985,Pocket Books,https://www.goodreads.com/book/show/11486.The_Color_Purple,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556348375l/11486.jpg,"Set in the deep American South between the wars, Tthe Color Purple is the classic tale of Celie, a young black girl born into poverty and segregation. Raped repeatedly by the man she calls 'father', she has two children taken away from her, is separated from her beloved sister Nettie and is trapped into an ugly marriage. But then she meets the glamorous Shug Avery, singer and magic-maker - a woman who has taken charge of her own destiny. Gradually Celie discovers the power and joy of her own spirit, freeing her from her past and reuniting her with those she loves.",550009,295 pages,"['Classics', 'Fiction', 'Historical-HistoricalFiction', 'Feminism', 'LGBT', 'Historical', 'Cultural-AfricanAmerican', 'Literature', 'Novels', 'Adult']"
A Clockwork Orange,3.99,345316413X,Anthony Burgess,2000,Heyne,https://www.goodreads.com/book/show/227463.A_Clockwork_Orange,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348339306l/227463.jpg,"A vicious fifteen-year-old droog is the central character of this 1963 classic. In Anthony Burgess's nightmare vision of the future, where criminals take over after dark, the story is told by the central character, Alex, who talks in a brutal invented slang that brilliantly renders his and his friends' social pathology. A Clockwork Orange is a frightening fable about good and evil, and the meaning of human freedom. And when the state undertakes to reform Alex to ""redeem"" him, the novel asks, ""At what cost?""This edition includes the controversial last chapter not published in the first edition and Burgess's introduction ""A Clockwork Orange Resucked.""",627235,192 pages,"['Classics', 'Fiction', 'ScienceFiction', 'ScienceFiction-Dystopia', 'Literature', 'Novels', 'Horror', 'Thriller', 'Mystery-Crime', 'Classics-ModernClassics']"
Dune,4.23,425080021,Frank Herbert,1984,Berkley Publishing Group,https://www.goodreads.com/book/show/39776179-dune,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567929075l/39776179._SY475_.jpg,"SOON TO BE A MAJOR MOTION PICTURE directed by Denis Villeneuve, starring Timothée Chalamet, Josh Brolin, Jason Momoa, Oscar Isaac, Javier Bardem, Dave Bautista, Stellan Skarsgård, Rebecca Ferguson, Zendaya, and Charlotte Rampling. Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the “spice” melange, a drug capable of extending life and enhancing consciousness. Coveted across the known universe, melange is a prize worth killing for....When House Atreides is betrayed, the destruction of Paul’s family will set the boy on a journey toward a destiny greater than he could ever have imagined. And as he evolves into the mysterious man known as Muad’Dib, he will bring to fruition humankind’s most ancient and unattainable dream. A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what is undoubtedly the grandest epic in science fiction.",851173,687 pages,"['ScienceFiction', 'Fiction', 'Fantasy', 'Classics', 'ScienceFictionFantasy', 'Audiobook', 'Space-SpaceOpera', 'Novels', 'Adventure', 'Adult']"
The Poisonwood Bible,4.07,60175400,Barbara Kingsolver,1999,HarperCollins,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412242487l/7244.jpg,"The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa.",674602,546 pages,"['Fiction', 'Historical-HistoricalFiction', 'Cultural-Africa', 'Classics', 'Historical', 'LiteraryFiction', 'Novels', 'Literature', 'Religion', 'AdultFiction']"
1984,4.19,451524934,George Orwell,1990,Signet Book,https://www.goodreads.com/book/show/40961427-1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532714506l/40961427._SX318_.jpg,"Among the seminal texts of the 20th century, Nineteen Eighty-Four is a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwell's nightmarish vision of a totalitarian, bureaucratic world and one poor stiff's attempt to find individuality. The brilliance of the novel is Orwell's prescience of modern life—the ubiquity of television, the distortion of the language—and his ability to construct such a thorough version of hell. Required reading for students since it was published, it ranks among the most terrifying novels ever written.",3384472,237 pages,"['Classics', 'Fiction', 'ScienceFiction', 'ScienceFiction-Dystopia', 'Literature', 'Novels', 'Politics', 'Academic-School', 'Fantasy', 'Adult']"
The Old Man and the Sea,3.79,081615970X,Ernest Hemingway,1994,Thorndike Pr,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714l/2165.jpg,"Librarian's note: An alternate cover edition can be found hereThis short novel, already a modern classic, is the superbly told, tragic story of a Cuban fisherman in the Gulf Stream and the giant Marlin he kills and loses—specifically referred to in the citation accompanying the author's Nobel Prize for literature in 1954.",884432,96 pages,"['Classics', 'Fiction', 'Literature', 'Novels', 'Literature-American', 'Academic-School', 'Adventure', 'Classics-ClassicLiterature', 'LiteraryFiction', 'Literature-thCentury']"
The Notebook,4.11,446605239,Nicholas Sparks,1998,Warner Books,https://www.goodreads.com/book/show/15931.The_Notebook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385738917l/15931.jpg,"A man with a faded, well-worn notebook open in his lap. A woman experiencing a morning ritual she doesn't understand. Until he begins to read to her. An achingly tender story about the enduring power of love.A man with a faded, well-worn notebook open in his lap. A woman experiencing a morning ritual she doesn't understand. Until he begins to read to her. The Notebook is an achingly tender story about the enduring power of love, a story of miracles that will stay with you forever. Set amid the austere beauty of coastal North Carolina in 1946, The Notebook begins with the story of Noah Calhoun, a rural Southerner returned home from World War II. Noah, thirty-one, is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summer they spent together, Noah is content to live with only memories...until she unexpectedly returns to his town to see him once again. Allie Nelson, twenty-nine, is now engaged to another man, but realizes that the original passion she felt for Noah has not dimmed with the passage of time. Still, the obstacles that once ended their previous relationship remain, and the gulf between their worlds is too vast to ignore. With her impending marriage only weeks away, Allie is forced to confront her hopes and dreams for the future, a future that only she can shape. Like a puzzle within a puzzle, the story of Noah and Allie is just the beginning. As it unfolds, their tale miraculously becomes something different, with much higher stakes. The result is a deeply moving portrait of love itself, the tender moments and the fundamental changes that affect us all. Shining with a beauty that is rarely found in current literature, The Notebook establishes Nicholas Sparks as a classic storyteller with a unique insight into the only emotion that really matters. ""I am nothing special, of this I am sure. I am a common man with common thoughts and I've led a common life. There are no monuments dedicated to me and my name will soon be forgotten, but I've loved another with all my heart and soul, and to me, this has always been enough."" And so begins one of the most poignant and compelling love stories you will ever read...The Notebook",1391138,214 pages,"['Romance', 'Fiction', 'WomensFiction-ChickLit', 'Contemporary', 'Adult', 'AdultFiction', 'Romance-ContemporaryRomance', 'Love', 'Classics', 'Drama']"
Great Expectations,3.78,689839618,Charles Dickens,2000,Aladdin,https://www.goodreads.com/book/show/2623.Great_Expectations,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327920219l/2623.jpg,"'In what may be Dickens's best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman — and one day, under sudden and enigmatic circumstances, he finds himself in possession of ""great expectations."" In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride",680570,505 pages,"['Classics', 'Fiction', 'Literature', 'Historical-HistoricalFiction', 'Academic-School', 'Novels', 'Literature-thCentury', 'Classics-ClassicLiterature', 'EuropeanLiterature-BritishLiterature', 'Historical-Victorian']"
A Prayer for Owen Meany,4.23,345361792,John Irving,1990,Ballantine Books,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1260470010l/4473.jpg,"Eleven-year-old Owen Meany, playing in a Little League baseball game in Gravesend, New Hampshire, hits a foul ball and kills his best friend's mother. Owen doesn't believe in accidents; he believes he is God's instrument. What happens to Owen after that 1953 foul is both extraordinary and terrifying. At moments a comic, self-deluded victim, but in the end the principal, tragic actor in a divine plan, Owen Meany is the most heartbreaking hero John Irving has yet created.",292697,637 pages,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Novels', 'LiteraryFiction', 'Historical-HistoricalFiction', 'YoungAdult-ComingOfAge', 'AdultFiction', 'Literature-American']"
